user_input,is_answerable,reference_contexts,query_style,source_file,filepath,retrieved_contexts,retrieved_file
"oye, ¿qué es ese papel del banco que me muestra los movimientos, po?",no,"['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Coloquial Chileno Natural,BD1-00334,Educacion Financiera\Diccionario\BD1-00334 - ESTADO DE CUENTA.md,"['# BANCO Los bancos son entidades que se ocupan de comerciar con el dinero, considerado como mercancía, y por ello reciben y custodian depósitos y otorgan préstamos. Los bancos toman fondos de los privados y del gobierno y los utilizan para efectuar préstamos a los clientes que los solicitan. De esta manera, los bancos cumplen la función de permitir la circulación del dinero en la economía, proveyendo la custodia de las cantidades que los depositantes no necesitan de modo inmediato y entregándolo a quienes requieren de capital para el desarrollo de sus actividades. Así obtienen sus ingresos, con los que costean sus gastos operativos y obtienen ganancias. Ej. En Chile hay bancos de capitales chilenos (Banco de Chile, Banco del Estado, Banco de Crédito e Inversiones, Banco Falabella) y bancos de capitales internacionales (Banco Santander, Banco Scotiabank).', '# BANCO CENTRAL Banco de reserva o banco de emisión. Institución que, en cada país, se encarga de controlar el sistema bancario y monetario. Sus funciones precisas varían de acuerdo a las regulaciones legales de cada nación pero, en general, incluyen las siguientes: a) fijar la política monetaria, realizando operaciones de mercado abierto, fijando la tasa de interés o de descuento para los papeles de los otros bancos, determinando el encaje legal que deben tener los bancos particulares y controlando diversos aspectos de las operaciones de éstos. b) actuar como prestamista de última instancia, entregando dinero a los bancos comerciales para que éstos puedan hacer frente a sus eventuales necesidades y compromisos. c) emitir moneda nacional. d) recibir y manejar las reservas internacionales del país. Ej. El Banco Central de Chile se encuentra físicamente ubicado en la capital Santiago y cumple el rol de controlar el sistema bancario y monetario.', '# BANCA Conjunto de instituciones bancarias, o sistema bancario existentes en un país. La banca, en sentido general, es una rama de la actividad económica que pertenece al sector servicios de la economía. Ej. En Chile los bancos comerciales y las financieras pertenecen a la Banca.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00203 - BANCO.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00204 - BANCO CENTRAL.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00201 - BANCA.md']"
estado flujo efectivo,no,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Buscador de Palabras Clave,BD1-00335,Educacion Financiera\Diccionario\BD1-00335 - ESTADO DE FLUJO DE EFECTIVO.md,"['# ESTADO DE FLUJO DE EFECTIVO Es un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.', '# AVANCE EN EFECTIVO Es un giro de dinero en efectivo que permite hacer la tarjeta de crédito a través de cajeros automáticos o ejecutivos de una entidad financiera, de acuerdo al monto de dinero que usted tiene a disposición en su línea de crédito para ese servicio.', '# EFECTIVO Cualquier forma de dinero ampliamente aceptado, generalmente bajo la forma de billetes de banco y monedas acuñadas de curso legal. Ej. En los negocios pequeños de barrio a veces sólo reciben dinero en efectivo y no aceptan tarjetas de crédito o cheques.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00335 - ESTADO DE FLUJO DE EFECTIVO.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00198 - AVANCE EN EFECTIVO.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00314 - EFECTIVO.md']"
"oye, qué onda con ese informe de cómo entra y sale la plata?",no,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Coloquial Chileno Natural,BD1-00335,Educacion Financiera\Diccionario\BD1-00335 - ESTADO DE FLUJO DE EFECTIVO.md,"['# INFORME DE LIQUIDACIÓN Documento oficial emitido por un liquidador de seguros tras haber investigado las circunstancias de un siniestro, por el cual éste se pronuncia técnicamente sobre el valor del objeto asegurado a la época del siniestro, el monto de los perjuicios y la suma que corresponde indemnizar, si procede.', '# Quién emite la Tasación y cuál es su descripción Es Documento formulado por un tasador, para informar valor mercado y de liquidación correspondiente a la propiedad que se constituirá como garantía hipotecaria.', '# ¿Qué es el boletín comercial? El Boletín de Informaciones Comerciales o Boletín Comercial, es un banco de datos de información económica, financiera, bancaria o comercial, administrado por la Cámara de Comercio de Santiago A.G. que tiene por objetivo recopilar y publicar semanalmente, lo siguiente: Los protestos de Letras de Cambio y de Pagarés practicados en las Notarías del país. Los protestos de Cheques efectuados por los Bancos. Las Cuotas Morosas derivadas de mutuos hipotecarios y de préstamos o créditos de bancos, sociedades financieras, administradoras de mutuos hipotecarios, cooperativas de ahorros y créditos, organismos públicos y empresas del Estado sometidas a la legislación común. Las Aclaraciones de tales protestos y cuotas morosas, de modo de informar al mercado los pagos o regularizaciones de los incumplimientos comerciales por parte de los deudores publicados previamente en él.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00368 - INFORME DE LIQUIDACIÓN.md', 's3://sand-sch-rag-eval-data/data/Fabrica Curse/Preguntas Frecuentes/BD1-00164 - Quién emite la Tasación y cuál es su descripción.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00005 - Qué es el boletín comercial_v1.0.md']"
"No entiendo bien qué es ese documento de flujos de dinero que me piden para solicitar el crédito, ¿me puedes explicar?",no,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Principiante / Educativo,BD1-00335,Educacion Financiera\Diccionario\BD1-00335 - ESTADO DE FLUJO DE EFECTIVO.md,"['# Lo que debes saber antes de solicitar un crédito Una vez conocida tu capacidad de pago, puedes informarte acerca del crédito y las alternativas existentes. El crédito es un préstamo de dinero que un banco o entidad financiera entrega a sus clientes, con el compromiso de que se lo devuelvan mediante cuotas (según sea pactado), y con un recargo que se denomina interés. Antes de solicitar un crédito, define: 1. ¿Para qué lo necesitas?¿Es un gasto prioritario o no lo es? Lo primero es diferenciar entre deseos y necesidades. Por ejemplo, un auto podría ser una necesidad, pero uno último modelo pasa a convertirse en un deseo. 2. ¿Es la única alternativa para adquirir lo que necesitas?Tal vez puedas alcanzar tus metas a través del ahorro, aunque te lleve un poco más de tiempo. 3. ¿Cuánto necesitas pedir?No te tientes con un saldo extra que te pueda meter en aprietos económicos a futuro. 4. ¿Cuánto puedes pagar mensualmente?Un nivel de endeudamiento ideal no sobrepasa el 30% del ingreso líquido familiar disponible. 5. ¿Puedes sostener el pago de una cuota de crédito durante un plazo determinado?Calcula lo que debes pagar y si puedes mantener tu flujo durante la duración del crédito. Conoce aquí los distintos tipos de créditos: Línea de CréditoEs un monto de dinero, determinado por un contrato, que una entidad financiera entrega al titular de una cuenta corriente, para ser utilizado cuando no tenga fondos en su cuenta. La línea de crédito normalmente está sujeta al pago de intereses sobre el monto que se haya utilizado. Además, según la institución financiera, puede originar comisiones por su utilización y por eventuales seguros asociados (por ejemplo, de desgravamen, que cubre la deuda ante el fallecimiento del titular).', '# CHEQUE Documento, normalmente impreso y emitido por un banco, que ordena a éste transferir fondos desde la cuenta corriente de quien lo emite a la persona a nombre de la cual se hace el cheque. Es una autorización para retirar una determinada cantidad de dinero de su cuenta la cual se expresa en el documento, prescindiendo de la presencia del titular de la cuenta bancaria. Ej.: se utilizan frecuentemente para pagar a plazo (30, 60, 90 días) o como garantía.', '# Quién emite la solicitud de crédito hipotecario y cuál es su descripción La fuente del documento SOLICITUD DE CREDITO HIPOTECARIO es BancoEstado y es el Formulario proporcionado por el banco para la solicitud del crédito.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Cuidar Tu Dinero/Detalle Cuidar Tu Dinero/BD1-00038 - Lo que debes saber antes de solicitar un crédito_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00233 - CHEQUE.md', 's3://sand-sch-rag-eval-data/data/Fabrica Curse/Preguntas Frecuentes/BD1-00166 - Quién emite la solicitud de crédito hipotecario y cuál es su descripción.md']"
cachai que es el reporte de plata que muestra las entra y salidas del cash,no,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Mal Escrito,BD1-00335,Educacion Financiera\Diccionario\BD1-00335 - ESTADO DE FLUJO DE EFECTIVO.md,"['# Seguimos innovando en CuentaRUT A partir de septiembre, los 14,5 millones de clientes de CuentaRut podrán acceder a nuevos beneficios y funcionalidades. Todos los giros realizados en Cajeros Automáticos BancoEstado, Cajas BancoEstado, Cajas BancoEstado Express y CajaVecina pueden hacerse sin costo. Además, recordamos que también son gratuitas las siguientes transacciones con CuentaRUT: Transferencias de fondos entre Cuentas BancoEstado a través de la App o sitio web. Consultas de saldo y cartolas en Cajeros Automáticos BancoEstado, CajaVecina, App y sitio web BancoEstado. La nueva versión de CuentaRUT permite al cliente usarla 100% digital, no requiere de una tarjeta para comprar. Puede utilizar BE Pay, pagando con tarjetas VISA en celulares con sistema operativo Android. Ahora, el cliente puede recibir su CuentaRUT en todo Chile a través del despacho a su dirección o agencia de Correos más cercana. CuentaRUT ofrece también beneficios exclusivos en cultura y entretención, así como descuentos en más de 60 comercios. Esta gran noticia es otro paso adelante en la inclusión financiera y el cumplimiento de nuestro rol como banca pública y universal para todas y todos.', '# CHEQUE Documento, normalmente impreso y emitido por un banco, que ordena a éste transferir fondos desde la cuenta corriente de quien lo emite a la persona a nombre de la cual se hace el cheque. Es una autorización para retirar una determinada cantidad de dinero de su cuenta la cual se expresa en el documento, prescindiendo de la presencia del titular de la cuenta bancaria. Ej.: se utilizan frecuentemente para pagar a plazo (30, 60, 90 días) o como garantía.', '# INFORME DE LIQUIDACIÓN Documento oficial emitido por un liquidador de seguros tras haber investigado las circunstancias de un siniestro, por el cual éste se pronuncia técnicamente sobre el valor del objeto asegurado a la época del siniestro, el monto de los perjuicios y la suma que corresponde indemnizar, si procede.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Cuidar Tu Dinero/Detalle Cuidar Tu Dinero/BD1-00051 - Seguimos innovando en CuentaRUT_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00233 - CHEQUE.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00368 - INFORME DE LIQUIDACIÓN.md']"
exclusiones seguro vivienda,no,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Buscador de Palabras Clave,BD1-00337,Educacion Financiera\Diccionario\BD1-00337 - EXCLUSIÓN.md,"['# EXCLUSIÓN Son las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.', '# Seguros Refinanciamiento Hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.', '# Seguros para crédito hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00337 - EXCLUSIÓN.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Refinanciamiento/BD1-00525 - Seguros Refinanciamiento Hipotecario.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Crédito Hipotecario/Todo lo que necesitas saber/BD1-00106 - Seguros para crédito hipotecario_v1.0.md']"
"Si yo contrato un seguro para mi casa y pago 30 UF al año, ¿qué pasa si se inunda el patio? ¿el daño quedaría fuera de la cobertura?",no,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Caso Hipotetico en Primera Persona,BD1-00337,Educacion Financiera\Diccionario\BD1-00337 - EXCLUSIÓN.md,"['# SEGUROS El contrato de seguro es el acuerdo por cual una de las partes, el asegurador, se obliga a resarcir de un daño o a pagar una suma de dinero a la otra parte, tomador, al verificarse la eventualidad prevista en el contrato, a cambio del pago de un precio, denominado prima, por el tomador. El contrato de seguro puede tener por objeto toda clase de riesgos si existe interés, salvo prohibición expresa de la ley. Ej.: El contratante o tomador del seguro, que puede coincidir o no con el asegurado, por su parte, se obliga a efectuar el pago de esa prima, a cambio de la cobertura otorgada por el asegurador, la cual evita afrontar un perjuicio económico mayor, en caso de que el siniestro se produzca.', '# COBERTURA Corresponde al conjunto de riesgos que se traspasan al asegurador con motivo del seguro y cuya ocurrencia obliga a la compañía a pagar al asegurado una indemnización hasta el límite del monto asegurado y de acuerdo a los términos establecidos en las condiciones generales y particulares de la póliza.', '# Seguros Refinanciamiento Hipotecario Seguros Obligatorios:Seguros de Desgravamen: Cubre el saldo insoluto de la deuda del crédito ante muerte natural o accidental del asegurado.Incendio y Sismo: Cubre los daños en caso de incendio de la propiedad en garantía y la cobertura adicional de sismo cubre los daños materiales que sufra la propiedad a consecuencia de un sismo, ambos hasta el monto que se ha contratado. No cubre daños que sufran los bienes al interior de la vivienda.Desempleo o Incapacidad Temporal: Es obligatorio sólo para créditos con Subsidio y financiado por el Ministerio de Vivienda. Se selecciona uno u otro según su condición laboral del cliente (dependiente o independiente) al momento de la contratación. Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal. Seguros Opcionales:Desgravamen con Invalidez Total y Permanente 2/3: Adicional al seguro de desgravamen, cubre la invalidez total y permanente 2/3 en caso de una enfermedad o accidente que implique la pérdida de 2/3 de la capacidad de trabajo ya sea incapacidad física o intelectual.Desempleo o Incapacidad Temporal: Cubre por un período determinado, las cuotas correspondientes al servicio de la deuda del asegurado que no puedan ser pagadas a causa de cesantía involuntaria o incapacidad temporal.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00467 - SEGUROS.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00241 - COBERTURA.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Refinanciamiento/BD1-00525 - Seguros Refinanciamiento Hipotecario.md']"
"oye, cachai qué cosas no cubre el seguro de la casa?",no,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Coloquial Chileno Natural,BD1-00337,Educacion Financiera\Diccionario\BD1-00337 - EXCLUSIÓN.md,"['# ¿Cubre el seguro de sismo los bienes muebles? El seguro de sismo no cubre los daños que sufran los bienes que se encuentren al interior de la propiedad y que no formen parte de su estructura -muebles, televisores, electrodomésticos, etc. Para cubrir estos bienes la póliza de incendio puede tener incorporada la ""Cobertura de Contenidos"""" cuyo objeto es cubrir los bienes del interior de la propiedad y que resulten afectados por el sismo cubierto por la póliza respectiva. Para saber si su seguro de incendio cuenta con """"Cobertura de Contenidos"""" revise su póliza",o contáctese con su ejecutivo de cuentas o con un agente del banco o institución de crédito que otorgó el préstamo.'
q cosasa no cubree el seguro de casa?,no,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Mal Escrito,BD1-00337,Educacion Financiera\Diccionario\BD1-00337 - EXCLUSIÓN.md,"['# ¿Cubre el seguro de sismo los bienes muebles? El seguro de sismo no cubre los daños que sufran los bienes que se encuentren al interior de la propiedad y que no formen parte de su estructura -muebles, televisores, electrodomésticos, etc. Para cubrir estos bienes la póliza de incendio puede tener incorporada la ""Cobertura de Contenidos"""" cuyo objeto es cubrir los bienes del interior de la propiedad y que resulten afectados por el sismo cubierto por la póliza respectiva. Para saber si su seguro de incendio cuenta con """"Cobertura de Contenidos"""" revise su póliza",o contáctese con su ejecutivo de cuentas o con un agente del banco o institución de crédito que otorgó el préstamo.'
"Si yo produzco 15 toneladas de fresas al año y soy productor independiente, ¿puedo exportar a EE UU o Europa?",no,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Caso Hipotetico en Primera Persona,BD1-00338,Educacion Financiera\Diccionario\BD1-00338 - EXPORTACIONES.md,"['# EXPORTACIONES Son los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa. Principio del formulario', '# MERCADO DE FACTORES En este se intercambian factores productivos que por definición son la tierra, el trabajo, el capital y la capacidad empresarial. Ej. Las empresas demandan trabajo y los individuos ofrecen su trabajo.', '# FACTORES DE PRODUCCIÓN Son los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00338 - EXPORTACIONES.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00398 - MERCADO DE FACTORES.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00339 - FACTORES DE PRODUCCIÓN.md']"
cmo puedo vender fruta a eua sin traba,no,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Mal Escrito,BD1-00338,Educacion Financiera\Diccionario\BD1-00338 - EXPORTACIONES.md,"['# EXPORTACIONES Son los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa. Principio del formulario', '# Seguimos innovando en CuentaRUT A partir de septiembre, los 14,5 millones de clientes de CuentaRut podrán acceder a nuevos beneficios y funcionalidades. Todos los giros realizados en Cajeros Automáticos BancoEstado, Cajas BancoEstado, Cajas BancoEstado Express y CajaVecina pueden hacerse sin costo. Además, recordamos que también son gratuitas las siguientes transacciones con CuentaRUT: Transferencias de fondos entre Cuentas BancoEstado a través de la App o sitio web. Consultas de saldo y cartolas en Cajeros Automáticos BancoEstado, CajaVecina, App y sitio web BancoEstado. La nueva versión de CuentaRUT permite al cliente usarla 100% digital, no requiere de una tarjeta para comprar. Puede utilizar BE Pay, pagando con tarjetas VISA en celulares con sistema operativo Android. Ahora, el cliente puede recibir su CuentaRUT en todo Chile a través del despacho a su dirección o agencia de Correos más cercana. CuentaRUT ofrece también beneficios exclusivos en cultura y entretención, así como descuentos en más de 60 comercios. Esta gran noticia es otro paso adelante en la inclusión financiera y el cumplimiento de nuestro rol como banca pública y universal para todas y todos.', '# MERCADO NEGRO Aquel mercado que se forma al margen del mercado oficial o legal, cuando la autoridad impide el funcionamiento libre de mercado por medio de disposiciones administrativas como fijación de precios oficiales, tarjetas de racionamiento o cualquier otro medio. Normalmente los precios fijados son menores a los precios de equilibrio, o las tarjetas de racionamiento no satisfacen las necesidades de todas las personas, produciéndose excesos de demanda que introducen a los consumidores a ofrecer precios más altos que los fijados, burlándose de esta manera las normas legales.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00338 - EXPORTACIONES.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Cuidar Tu Dinero/Detalle Cuidar Tu Dinero/BD1-00051 - Seguimos innovando en CuentaRUT_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00401 - MERCADO NEGRO.md']"
"Si mi empresa vende 2.000.000 de pesos al año y mis clientes me pagan a 90 días, ¿puedo conseguir un préstamo adelantado para ayudar con la cuota de la casa?",no,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Caso Hipotetico en Primera Persona,BD1-00340,Educacion Financiera\Diccionario\BD1-00340 - FACTORING.md,"['# ¿Cuánto dinero puedo pedir prestado para adquirir una vivienda? Podrás acceder hasta el 90% del menor valor entre la tasación y el precio de venta de la propiedad, considerando que el dividendo no debe superar el 25% de tu renta líquida o Ingreso familiar en caso de complementar renta. Estas condiciones estarán sujetas a la evaluación comercial y las políticas de riesgo vigentes de BancoEstado.', '# ¿Es posible pagar anticipadamente un crédito hipotecario? El crédito hipotecario puede prepagarse parcial o totalmente, con ahorros para quien realiza dicha operación, esto es, cancelar el o los dividendos del crédito antes de la fecha de vencimiento previamente pactada con el banco. Sin embargo, existen ciertas normas que deben observarse al respecto y que son diferentes según se trate de un crédito con letras hipotecarias o un crédito con mutuo hipotecario.', '# ¿Cuáles son los beneficios de este financiamiento? Este programa permite financiar hasta un 90% del valor de la propiedad (menor valor entre la tasación y el precio de venta de la vivienda), en un plazo de hasta 30 años y con un subsidio a la tasa de interés de 60 puntos base por todo el periodo del crédito (0,6 puntos porcentuales).']","['s3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00110 - Cuánto dinero puedo pedir prestado para adquirir una vivienda_v1.0.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00008 - Es posible pagar anticipadamente un crédito hipotecario_v1.0.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Fogaes/BD1-00129 - Cuáles son los beneficios de este financiamiento_v1.0.md']"
"oye, ¿cómo hago si le paso mis cuentas a una empresa para que me paguen antes?",no,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Coloquial Chileno Natural,BD1-00340,Educacion Financiera\Diccionario\BD1-00340 - FACTORING.md,"['# ABONAR EN CUENTA Es el pago de una parte de lo que le corresponde pagar mensualmente por una deuda contraída. Este puede efectuarse antes o después de la fecha de vencimiento establecida para el pago mensual de la deuda. En caso de ser después, deberá asumir los costos asociados al atraso.', '# FECHA DE PAGO O VENCIMIENTO Es la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.', '# ¿Cómo puedo obtener una Tasa de Interés Preferente? Para acceder a una tasa preferencial deberás contratar o tener una Cuenta Corriente o Chequera Electrónica más Línea de Crédito y contratar Pago Automático de los dividendos (PAC). El tipo y cantidad de productos va a depender de la evaluación comercial y política de riesgo del Banco.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00170 - ABONAR EN CUENTA.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00341 - FECHA DE PAGO O VENCIMIENTO.md', 's3://sand-sch-rag-eval-data/data/Sitio Publico/Preguntas Frecuentes/Crédito Hipotecario/BD1-00111 - Cómo puedo obtener una Tasa de Interés Preferente_v1.0.md']"
"No entiendo bien qué es eso de que otra empresa me cobre mis facturas y me entregue plata adelantada, ¿me puedes explicar?",no,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Principiante / Educativo,BD1-00340,Educacion Financiera\Diccionario\BD1-00340 - FACTORING.md,"['# PAGO AUTOMÁTICO Mandato por medio del cual el consumidor autoriza al proveedor para realizar los pagos de una cuenta determinada y debidamente autorizada de forma automática, con cargo a una cuenta corriente bancaria o a la tarjeta de crédito. Siempre se puede revocar por el consumidor.', '# ABONAR EN CUENTA Es el pago de una parte de lo que le corresponde pagar mensualmente por una deuda contraída. Este puede efectuarse antes o después de la fecha de vencimiento establecida para el pago mensual de la deuda. En caso de ser después, deberá asumir los costos asociados al atraso.', '# COMPRA Intercambio por el cual un comprador adquiere un bien o servicio a cambio de entregar dinero. Estas pueden ser al contado, cuando se paga inmediatamente o al crédito, cuando se establece un pago posterior. El crédito genera intereses, donde tiene que pagarse un monto adicional. Ej. Comprar unos jeans al contado o pagarlos con la tarjeta de una casa comercial; en el segundo caso, al costo del producto se agrega los intereses de la tarjeta y otros costos asociados a la transacción.']","['s3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00412 - PAGO AUTOMÁTICO.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00170 - ABONAR EN CUENTA.md', 's3://sand-sch-rag-eval-data/data/Educacion Financiera/Diccionario/BD1-00252 - COMPRA.md']"
